,College_ID,Research Level,Competency,constructive_type_abv,scholarly_project,HDR_option,HDR_option_avail,Repeated_learning_YES_ID,Compulsory_YES_ID,project_category_ID,RPL,LEARNINGA_research_training,LEARNINGA_experienced_supervisor,LEARNINGA_experienced_supervisor_ID,activity_type
193,22,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,22,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,22,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,22,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,22,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,22,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,22,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,24,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,24,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,24,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,24,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,24,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,24,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,24,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,24,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,24,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,24,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,24,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,23,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,23,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,23,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,23,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,23,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,23,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,23,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,23,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,23,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,23,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,23,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,27,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,27,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,27,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,27,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,27,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,27,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,27,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,27,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,27,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,27,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,27,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,28,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,28,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,28,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,28,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,28,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,28,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,28,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,28,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,28,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,28,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,28,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,32,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,32,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,32,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,32,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,32,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,32,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,32,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,32,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,32,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,32,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,32,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,30,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,30,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,30,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,30,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,30,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,30,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,30,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,30,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,30,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,30,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,30,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,33,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,33,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,33,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,33,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,33,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,33,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,33,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,33,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,33,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,33,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,33,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,34,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,34,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,34,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,34,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,34,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,34,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,34,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,34,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,34,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,34,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,34,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,35,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,35,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,35,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,35,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,35,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,35,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,35,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,35,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,35,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,35,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,35,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,13,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,13,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,13,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,13,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,13,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,13,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,13,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,13,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,13,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,13,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,13,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,14,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,14,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,14,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,14,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,14,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,14,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,14,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,14,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,14,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,14,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,14,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,25,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,25,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,25,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,25,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,25,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,25,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,25,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,25,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,25,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,25,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,25,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,26,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,26,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,26,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,26,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,26,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,26,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,26,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,26,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,26,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,26,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,26,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,31,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,31,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,31,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,31,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,31,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,31,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,31,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,31,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,31,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,31,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,31,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,29,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,29,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,29,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,29,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,29,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,29,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,29,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,29,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,29,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,29,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,29,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,6,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,6,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,6,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,6,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,6,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,6,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,6,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,6,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,6,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,6,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,6,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
960,49,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,50,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,52,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,55,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,56,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,57,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,54,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,53,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,58,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
960,51,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
